FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
13065,Clinch County,Georgia,"6,160","6,847","6,798","6,648",-2.20%,-2.99%,7.34%
13067,Cobb County,Georgia,"447,745","607,450","688,071","756,865",10.00%,19.74%,40.84%
13069,Coffee County,Georgia,"29,592","37,421","42,354","43,093",1.70%,13.16%,31.33%
13071,Colquitt County,Georgia,"36,645","42,050","45,499","45,592",0.20%,7.77%,19.62%
13073,Columbia County,Georgia,"66,031","89,497","124,041","154,291",24.40%,41.99%,57.20%
13075,Cook County,Georgia,"13,456","15,779","17,209","17,162",-0.30%,8.06%,21.59%
13077,Coweta County,Georgia,"53,853","89,254","127,353","145,864",14.50%,38.81%,63.08%
13079,Crawford County,Georgia,"8,991","12,481","12,630","12,318",-2.50%,-1.32%,27.01%
13081,Crisp County,Georgia,"20,011","22,020","23,430","22,601",-3.50%,2.57%,11.46%
13083,Dade County,Georgia,"13,183","15,141","16,635","16,226",-2.50%,6.69%,18.75%
13085,Dawson County,Georgia,"9,429","15,942","22,337","25,083",12.30%,36.44%,62.41%
13087,Decatur County,Georgia,"25,517","28,252","27,842","26,575",-4.60%,-6.31%,3.98%
13089,DeKalb County,Georgia,"546,174","666,158","691,971","756,558",9.30%,11.95%,27.81%
13091,Dodge County,Georgia,"17,607","19,154","21,797","20,705",-5.00%,7.49%,14.96%
13093,Dooly County,Georgia,"9,901","11,480","14,923","13,706",-8.20%,16.24%,27.76%
13095,Dougherty County,Georgia,"96,321","96,067","94,562","91,243",-3.50%,-5.29%,-5.57%
13097,Douglas County,Georgia,"71,120","92,315","132,305","145,331",9.80%,36.48%,51.06%
13099,Early County,Georgia,"11,854","12,333","11,008","10,247",-6.90%,-20.36%,-15.68%
13101,Echols County,Georgia,"2,334","3,747","4,027","4,000",-0.70%,6.33%,41.65%
13103,Effingham County,Georgia,"25,687","37,522","52,257","62,190",19.00%,39.67%,58.70%
13105,Elbert County,Georgia,"18,949","20,509","20,166","19,120",-5.20%,-7.26%,0.89%
13107,Emanuel County,Georgia,"20,546","21,856","22,600","22,612",0.10%,3.34%,9.14%
13109,Evans County,Georgia,"8,724","10,485","11,002","10,721",-2.60%,2.20%,18.63%
13111,Fannin County,Georgia,"15,992","19,792","23,700","25,964",9.60%,23.77%,38.41%
13113,Fayette County,Georgia,"62,415","91,313","106,564","113,459",6.50%,19.52%,44.99%
13115,Floyd County,Georgia,"81,251","90,622","96,314","97,927",1.70%,7.46%,17.03%
13117,Forsyth County,Georgia,"44,083","98,360","175,511","236,612",34.80%,58.43%,81.37%
13119,Franklin County,Georgia,"16,650","20,259","22,086","23,023",4.20%,12.01%,27.68%
13121,Fulton County,Georgia,"648,776","815,579","920,441","1,050,114",14.10%,22.33%,38.22%
13123,Gilmer County,Georgia,"13,368","23,367","28,281","30,816",9.00%,24.17%,56.62%
13125,Glascock County,Georgia,"2,357","2,563","3,082","2,995",-2.80%,14.42%,21.30%
13127,Glynn County,Georgia,"62,496","67,580","79,625","85,219",7.00%,20.70%,26.66%
13129,Gordon County,Georgia,"35,067","44,090","55,186","57,685",4.50%,23.57%,39.21%
13131,Grady County,Georgia,"20,279","23,655","25,012","24,748",-1.10%,4.42%,18.06%
13133,Greene County,Georgia,"11,793","14,363","15,999","17,698",10.60%,18.84%,33.37%
13135,Gwinnett County,Georgia,"352,910","588,133","805,326","927,781",15.20%,36.61%,61.96%
13137,Habersham County,Georgia,"27,622","35,884","43,036","45,388",5.50%,20.94%,39.14%
13139,Hall County,Georgia,"95,434","139,615","179,726","202,148",12.50%,30.93%,52.79%
13141,Hancock County,Georgia,"8,908","10,083","9,401","8,348",-11.20%,-20.78%,-6.71%
13143,Haralson County,Georgia,"21,966","25,660","28,777","29,533",2.60%,13.11%,25.62%
13145,Harris County,Georgia,"17,788","23,783","31,998","34,475",7.70%,31.01%,48.40%
13147,Hart County,Georgia,"19,712","22,981","25,214","26,099",3.50%,11.95%,24.47%
13149,Heard County,Georgia,"8,628","10,980","11,825","11,879",0.50%,7.57%,27.37%
13151,Henry County,Georgia,"58,741","119,498","203,830","230,220",12.90%,48.09%,74.48%
13153,Houston County,Georgia,"89,208","110,740","139,914","155,469",11.10%,28.77%,42.62%
13155,Irwin County,Georgia,"8,649","9,918","9,529","9,398",-1.40%,-5.53%,7.97%
13157,Jackson County,Georgia,"30,005","41,612","60,457","70,422",16.50%,40.91%,57.39%
13159,Jasper County,Georgia,"8,453","11,441","13,898","14,040",1.00%,18.51%,39.79%
13161,Jeff Davis County,Georgia,"12,032","12,673","15,080","15,029",-0.30%,15.68%,19.94%
13163,Jefferson County,Georgia,"17,408","17,239","16,930","15,430",-8.90%,-11.72%,-12.82%
13165,Jenkins County,Georgia,"8,247","8,571","8,336","8,683",4.20%,1.29%,5.02%
13167,Johnson County,Georgia,"8,329","8,526","9,972","9,708",-2.60%,12.18%,14.20%
13169,Jones County,Georgia,"20,739","23,691","28,667","28,616",-0.20%,17.21%,27.53%
13171,Lamar County,Georgia,"13,038","15,956","18,310","19,000",3.80%,16.02%,31.38%
13173,Lanier County,Georgia,"5,531","7,246","10,070","10,340",2.70%,29.92%,46.51%
13175,Laurens County,Georgia,"39,988","44,861","48,445","47,325",-2.30%,5.21%,15.50%
13177,Lee County,Georgia,"16,250","24,766","28,298","29,764",5.20%,16.79%,45.40%
13179,Liberty County,Georgia,"52,745","61,661","63,588","61,497",-3.30%,-0.27%,14.23%
13181,Lincoln County,Georgia,"7,442","8,330","7,996","7,915",-1.00%,-5.24%,5.98%
13183,Long County,Georgia,"6,202","10,273","14,331","18,998",32.60%,45.93%,67.35%
13185,Lowndes County,Georgia,"75,981","92,121","109,248","116,321",6.50%,20.80%,34.68%
13187,Lumpkin County,Georgia,"14,573","21,041","29,955","32,955",10.00%,36.15%,55.78%
13189,McDuffie County,Georgia,"20,119","21,263","21,867","21,531",-1.50%,1.24%,6.56%
13191,McIntosh County,Georgia,"8,634","10,839","14,332","14,340",0.10%,24.41%,39.79%
13193,Macon County,Georgia,"13,114","14,041","14,743","13,143",-10.90%,-6.83%,0.22%
13195,Madison County,Georgia,"21,050","25,705","28,160","29,650",5.30%,13.31%,29.01%
13197,Marion County,Georgia,"5,590","7,133","8,738","8,351",-4.40%,14.59%,33.06%
13199,Meriwether County,Georgia,"22,411","22,546","21,983","21,068",-4.20%,-7.02%,-6.37%
13201,Miller County,Georgia,"6,280","6,368","6,125","5,686",-7.20%,-11.99%,-10.45%
13205,Mitchell County,Georgia,"20,275","23,925","23,498","22,192",-5.60%,-7.81%,8.64%
13207,Monroe County,Georgia,"17,113","21,751","26,173","27,520",5.10%,20.96%,37.82%
13209,Montgomery County,Georgia,"7,379","8,234","9,181","9,193",0.10%,10.43%,19.73%
13211,Morgan County,Georgia,"12,883","15,499","17,863","18,853",5.50%,17.79%,31.67%
13213,Murray County,Georgia,"26,147","36,501","39,628","39,921",0.70%,8.57%,34.50%
13215,Muscogee County,Georgia,"179,280","186,213","190,573","194,160",1.90%,4.09%,7.66%
13217,Newton County,Georgia,"41,808","61,906","99,984","109,541",9.60%,43.49%,61.83%
13219,Oconee County,Georgia,"17,618","25,772","32,831","39,272",19.60%,34.38%,55.14%
13221,Oglethorpe County,Georgia,"9,763","12,610","14,876","15,054",1.20%,16.23%,35.15%
13223,Paulding County,Georgia,"41,611","81,615","142,379","164,044",15.20%,50.25%,74.63%
13225,Peach County,Georgia,"21,189","23,702","27,688","27,297",-1.40%,13.17%,22.38%
13227,Pickens County,Georgia,"14,432","23,022","29,425","31,980",8.70%,28.01%,54.87%
13229,Pierce County,Georgia,"13,328","15,624","18,762","19,389",3.30%,19.42%,31.26%
13231,Pike County,Georgia,"10,224","13,460","17,874","18,634",4.30%,27.77%,45.13%
13233,Polk County,Georgia,"33,815","38,102","41,479","42,470",2.40%,10.28%,20.38%
13235,Pulaski County,Georgia,"8,108","9,604","12,002","11,069",-7.80%,13.24%,26.75%
13237,Putnam County,Georgia,"14,137","18,774","21,218","21,809",2.80%,13.92%,35.18%
13239,Quitman County,Georgia,"2,210","2,596","2,511","2,279",-9.20%,-13.91%,3.03%
13241,Rabun County,Georgia,"11,648","15,035","16,276","16,867",3.60%,10.86%,30.94%
13243,Randolph County,Georgia,"8,023","7,791","7,719","6,833",-11.50%,-14.02%,-17.42%
13245,Richmond County,Georgia,"189,719","199,552","200,569","201,554",0.50%,0.99%,5.87%
13247,Rockdale County,Georgia,"54,091","70,292","85,176","90,594",6.40%,22.41%,40.29%
13249,Schley County,Georgia,"3,590","3,760","5,010","5,236",4.50%,28.19%,31.44%
13251,Screven County,Georgia,"13,842","15,357","14,592","13,938",-4.50%,-10.18%,0.69%
13253,Seminole County,Georgia,"9,010","9,364","8,729","8,315",-4.70%,-12.62%,-8.36%
13255,Spalding County,Georgia,"54,457","58,461","64,098","66,100",3.10%,11.56%,17.61%
13257,Stephens County,Georgia,"23,436","25,442","26,173","26,035",-0.50%,2.28%,9.98%
13259,Stewart County,Georgia,"5,654","5,253","6,058","6,199",2.30%,15.26%,8.79%
13261,Sumter County,Georgia,"30,232","33,228","32,817","29,733",-9.40%,-11.75%,-1.68%
13263,Talbot County,Georgia,"6,524","6,513","6,874","6,272",-8.80%,-3.84%,-4.02%
13265,Taliaferro County,Georgia,"1,915","2,076","1,717","1,608",-6.30%,-29.10%,-19.09%
13267,Tattnall County,Georgia,"17,722","22,314","25,517","25,391",-0.50%,12.12%,30.20%
13269,Taylor County,Georgia,"7,642","8,815","8,910","8,039",-9.80%,-9.65%,4.94%
13271,Telfair County,Georgia,"11,000","11,815","16,490","15,876",-3.70%,25.58%,30.71%
13273,Terrell County,Georgia,"10,653","10,963","9,507","8,611",-9.40%,-27.31%,-23.71%
13275,Thomas County,Georgia,"38,943","42,791","44,724","44,448",-0.60%,3.73%,12.39%
13277,Tift County,Georgia,"34,998","38,376","40,132","40,571",1.10%,5.41%,13.74%
13279,Toombs County,Georgia,"24,072","26,133","27,170","26,887",-1.00%,2.80%,10.47%
13281,Towns County,Georgia,"6,754","9,312","10,477","11,852",13.10%,21.43%,43.01%
13283,Treutlen County,Georgia,"5,994","6,836","6,881","6,809",-1.00%,-0.40%,11.97%
13285,Troup County,Georgia,"55,532","58,753","67,039","70,034",4.50%,16.11%,20.71%
13287,Turner County,Georgia,"8,703","9,494","8,930","7,912",-11.40%,-19.99%,-10.00%
13289,Twiggs County,Georgia,"9,806","10,601","9,022","8,188",-9.20%,-29.47%,-19.76%
13291,Union County,Georgia,"11,993","17,286","21,356","24,001",12.40%,27.98%,50.03%
13293,Upson County,Georgia,"26,300","27,761","27,151","26,215",-3.40%,-5.90%,-0.32%
13295,Walker County,Georgia,"58,310","61,140","68,749","69,410",1.00%,11.91%,15.99%
13297,Walton County,Georgia,"38,586","60,637","83,767","93,503",11.60%,35.15%,58.73%
13299,Ware County,Georgia,"35,471","35,497","36,305","35,680",-1.70%,0.51%,0.59%
13301,Warren County,Georgia,"6,078","6,309","5,834","5,251",-10.00%,-20.15%,-15.75%
13303,Washington County,Georgia,"19,112","21,197","21,183","20,386",-3.80%,-3.98%,6.25%
13305,Wayne County,Georgia,"22,356","26,571","30,099","29,808",-1.00%,10.86%,25.00%
13307,Webster County,Georgia,"2,263","2,390","2,801","2,611",-6.80%,8.46%,13.33%
13309,Wheeler County,Georgia,"4,903","6,170","7,421","7,879",6.20%,21.69%,37.77%
13311,White County,Georgia,"13,006","19,976","27,137","29,970",10.40%,33.35%,56.60%
13313,Whitfield County,Georgia,"72,462","83,561","102,593","104,062",1.40%,19.70%,30.37%
13315,Wilcox County,Georgia,"7,008","8,625","9,256","8,812",-4.80%,2.12%,20.47%
13317,Wilkes County,Georgia,"10,597","10,706","10,593","9,876",-6.80%,-8.40%,-7.30%
13319,Wilkinson County,Georgia,"10,228","10,202","9,568","9,036",-5.60%,-12.90%,-13.19%
13321,Worth County,Georgia,"19,744","22,029","21,675","20,299",-6.30%,-8.52%,2.73%
12001,Alachua County,Florida,"181,596","217,964","247,337","269,956",9.10%,19.26%,32.73%
12003,Baker County,Florida,"18,486","22,255","27,115","28,355",4.60%,21.51%,34.81%
12005,Bay County,Florida,"126,994","148,270","168,852","185,287",9.70%,19.98%,31.46%
12007,Bradford County,Florida,"22,515","26,096","28,520","27,732",-2.80%,5.90%,18.81%
12009,Brevard County,Florida,"398,978","476,299","543,372","596,849",9.80%,20.20%,33.15%
12011,Broward County,Florida,"1,255,531","1,622,974","1,748,146","1,951,260",11.60%,16.82%,35.66%
12013,Calhoun County,Florida,"11,011","13,002","14,625","14,587",-0.30%,10.87%,24.51%
12015,Charlotte County,Florida,"110,975","141,620","159,964","184,998",15.60%,23.45%,40.01%
12017,Citrus County,Florida,"93,513","118,106","141,229","147,929",4.70%,20.16%,36.79%
12019,Clay County,Florida,"105,986","140,788","190,865","216,072",13.20%,34.84%,50.95%
12021,Collier County,Florida,"152,099","251,412","321,521","378,488",17.70%,33.57%,59.81%
12023,Columbia County,Florida,"42,613","56,413","67,526","70,503",4.40%,19.98%,39.56%
12027,DeSoto County,Florida,"23,865","32,204","34,862","37,489",7.50%,14.10%,36.34%
12029,Dixie County,Florida,"10,585","13,758","16,422","16,700",1.70%,17.62%,36.62%
12031,Duval County,Florida,"672,971","778,896","864,267","950,181",9.90%,18.03%,29.17%
12033,Escambia County,Florida,"262,445","294,415","297,620","315,534",6.00%,6.69%,16.83%
12035,Flagler County,Florida,"28,701","49,818","95,703","112,067",17.10%,55.55%,74.39%
12037,Franklin County,Florida,"8,967","9,827","11,549","11,736",1.60%,16.27%,23.59%
12039,Gadsden County,Florida,"41,116","45,017","47,744","45,894",-3.90%,1.91%,10.41%
12041,Gilchrist County,Florida,"9,667","14,429","16,941","18,256",7.80%,20.96%,47.05%
12043,Glades County,Florida,"7,591","10,531","12,881","13,724",6.50%,23.27%,44.69%
12045,Gulf County,Florida,"11,504","14,548","15,861","16,164",1.90%,10.00%,28.83%
12047,Hamilton County,Florida,"10,930","13,321","14,799","14,310",-3.30%,6.91%,23.62%
12049,Hardee County,Florida,"19,499","26,854","27,731","27,245",-1.80%,1.44%,28.43%
12051,Hendry County,Florida,"25,773","36,184","39,143","41,556",6.20%,12.93%,37.98%
12053,Hernando County,Florida,"101,115","130,795","172,777","190,865",10.50%,31.47%,47.02%
12055,Highlands County,Florida,"68,432","87,391","98,786","105,424",6.70%,17.11%,35.09%
12057,Hillsborough County,Florida,"834,054","998,994","1,229,178","1,436,888",16.90%,30.48%,41.95%
12059,Holmes County,Florida,"15,778","18,564","19,924","19,477",-2.20%,4.69%,18.99%
12061,Indian River County,Florida,"90,208","112,877","138,028","157,413",14.00%,28.29%,42.69%
12063,Jackson County,Florida,"41,375","46,781","49,761","48,305",-2.90%,3.15%,14.35%
12065,Jefferson County,Florida,"11,296","12,876","14,759","14,288",-3.20%,9.88%,20.94%
12067,Lafayette County,Florida,"5,578","7,019","8,870","8,732",-1.60%,19.62%,36.12%
12069,Lake County,Florida,"152,104","210,418","297,052","356,495",20.00%,40.98%,57.33%
12071,Lee County,Florida,"335,113","440,910","618,754","754,610",22.00%,41.57%,55.59%
12073,Leon County,Florida,"192,493","239,509","275,484","292,502",6.20%,18.12%,34.19%
12075,Levy County,Florida,"25,912","34,448","40,801","40,770",-0.10%,15.51%,36.44%
12077,Liberty County,Florida,"5,569","7,011","8,365","8,457",1.10%,17.10%,34.15%
12079,Madison County,Florida,"16,569","18,720","19,230","18,529",-3.60%,-1.03%,10.58%
12081,Manatee County,Florida,"211,707","263,996","322,879","394,855",22.30%,33.14%,46.38%
12083,Marion County,Florida,"194,835","258,873","331,299","359,977",8.70%,28.09%,45.88%
12085,Martin County,Florida,"100,900","126,777","146,852","160,912",9.60%,21.21%,37.29%
12086,Miami-Dade County,Florida,"1,937,194","2,253,793","2,498,013","2,761,581",10.60%,18.39%,29.85%
12087,Monroe County,Florida,"78,024","79,602","73,090","75,027",2.70%,-6.10%,-3.99%
12089,Nassau County,Florida,"43,941","57,645","73,310","85,832",17.10%,32.84%,48.81%
12091,Okaloosa County,Florida,"143,777","170,520","180,825","207,269",14.60%,17.73%,30.63%
12093,Okeechobee County,Florida,"29,627","35,869","39,996","41,537",3.90%,13.65%,28.67%
12095,Orange County,Florida,"677,491","896,123","1,145,954","1,380,645",20.50%,35.09%,50.93%
12097,Osceola County,Florida,"107,728","172,520","268,683","367,990",37.00%,53.12%,70.73%
12099,Palm Beach County,Florida,"863,503","1,131,189","1,320,135","1,485,941",12.60%,23.87%,41.89%
12101,Pasco County,Florida,"281,131","344,749","464,703","539,630",16.10%,36.11%,47.90%
12103,Pinellas County,Florida,"851,659","921,500","916,804","975,280",6.40%,5.51%,12.68%
12105,Polk County,Florida,"405,382","483,888","602,098","708,009",17.60%,31.66%,42.74%
12107,Putnam County,Florida,"65,070","70,418","74,368","74,163",-0.30%,5.05%,12.26%
12109,St. Johns County,Florida,"83,829","123,237","190,034","254,261",33.80%,51.53%,67.03%
12111,St. Lucie County,Florida,"150,171","192,679","277,255","321,128",15.80%,40.00%,53.24%
12113,Santa Rosa County,Florida,"81,961","117,752","151,371","179,349",18.50%,34.34%,54.30%
12115,Sarasota County,Florida,"277,776","326,002","379,435","426,718",12.50%,23.60%,34.90%
12117,Seminole County,Florida,"287,521","365,448","422,713","467,832",10.70%,21.88%,38.54%
12119,Sumter County,Florida,"31,577","53,337","93,420","128,754",37.80%,58.57%,75.47%
12121,Suwannee County,Florida,"26,780","34,881","41,555","44,191",6.30%,21.07%,39.40%
12123,Taylor County,Florida,"17,111","19,253","22,571","21,623",-4.20%,10.96%,20.87%
12125,Union County,Florida,"10,252","13,428","15,535","14,940",-3.80%,10.12%,31.38%
12127,Volusia County,Florida,"370,737","443,385","494,596","547,538",10.70%,19.02%,32.29%
12129,Wakulla County,Florida,"14,202","22,857","30,783","32,461",5.50%,29.59%,56.25%
12131,Walton County,Florida,"27,759","40,561","55,043","71,375",29.70%,43.17%,61.11%
12133,Washington County,Florida,"16,919","20,975","24,896","24,880",-0.10%,15.70%,32.00%
11001,District of Columbia,District of Columbia,"606,900","572,086","601,766","702,455",16.70%,18.56%,13.60%
10001,Kent County,Delaware,"110,993","126,771","162,349","178,550",10.00%,29.00%,37.84%
10003,New Castle County,Delaware,"441,946","500,294","538,479","559,335",3.90%,10.56%,20.99%
10005,Sussex County,Delaware,"113,229","156,494","197,106","229,286",16.30%,31.75%,50.62%
9001,Fairfield County,Connecticut,"827,645","882,622","916,864","943,823",2.90%,6.48%,12.31%
9003,Hartford County,Connecticut,"851,783","857,184","894,033","892,697",-0.10%,3.98%,4.58%
9005,Litchfield County,Connecticut,"174,092","182,183","189,925","181,111",-4.60%,-0.59%,3.88%
9007,Middlesex County,Connecticut,"143,196","155,088","165,676","162,682",-1.80%,4.67%,11.98%
9009,New Haven County,Connecticut,"804,219","823,993","862,456","857,620",-0.60%,3.92%,6.23%
9011,New London County,Connecticut,"254,957","259,108","274,068","266,784",-2.70%,2.88%,4.43%
9013,Tolland County,Connecticut,"128,699","136,377","152,744","150,921",-1.20%,9.64%,14.72%
9015,Windham County,Connecticut,"102,525","109,095","118,381","117,027",-1.10%,6.78%,12.39%
8001,Adams County,Colorado,"265,038","348,076","441,698","511,868",15.90%,32.00%,48.22%
8003,Alamosa County,Colorado,"13,617","14,965","15,440","16,683",8.10%,10.30%,18.38%
8005,Arapahoe County,Colorado,"391,572","488,829","572,130","651,215",13.80%,24.94%,39.87%
8007,Archuleta County,Colorado,"5,345","9,894","12,084","13,765",13.90%,28.12%,61.17%
8009,Baca County,Colorado,"4,556","4,517","3,787","3,585",-5.30%,-26.00%,-27.09%
8011,Bent County,Colorado,"5,048","5,996","6,499","5,882",-9.50%,-1.94%,14.18%
8013,Boulder County,Colorado,"225,339","269,784","294,561","326,078",10.70%,17.26%,30.89%
8015,Chaffee County,Colorado,"12,684","16,250","17,809","20,027",12.50%,18.86%,36.67%
8017,Cheyenne County,Colorado,"2,397","2,229","1,833","1,876",2.30%,-18.82%,-27.77%
8019,Clear Creek County,Colorado,"7,619","9,263","9,064","9,605",6.00%,3.56%,20.68%
8021,Conejos County,Colorado,"7,453","8,400","8,256","8,200",-0.70%,-2.44%,9.11%
8023,Costilla County,Colorado,"3,190","3,661","3,524","3,828",8.60%,4.36%,16.67%
8025,Crowley County,Colorado,"3,946","5,514","5,823","5,858",0.60%,5.87%,32.64%
8027,Custer County,Colorado,"1,926","3,508","4,255","4,954",16.40%,29.19%,61.12%
8029,Delta County,Colorado,"20,980","27,824","30,952","30,953",0.00%,10.11%,32.22%
8031,Denver County,Colorado,"467,549","553,805","599,815","716,492",19.50%,22.71%,34.74%
8033,Dolores County,Colorado,"1,504","1,844","2,064","2,074",0.50%,11.09%,27.48%
8035,Douglas County,Colorado,"60,391","175,732","285,465","342,776",20.10%,48.73%,82.38%
8037,Eagle County,Colorado,"21,928","41,623","52,196","54,993",5.40%,24.31%,60.13%
8039,Elbert County,Colorado,"9,646","19,855","23,088","26,282",13.80%,24.45%,63.30%
8041,El Paso County,Colorado,"397,014","516,934","622,250","713,856",14.70%,27.59%,44.38%
8043,Fremont County,Colorado,"32,273","46,140","46,824","48,021",2.60%,3.92%,32.79%
8045,Garfield County,Colorado,"29,974","43,786","56,389","59,770",6.00%,26.74%,49.85%
8047,Gilpin County,Colorado,"3,070","4,746","5,453","6,121",12.30%,22.46%,49.84%
8049,Grand County,Colorado,"7,966","12,433","14,843","15,525",4.60%,19.92%,48.69%
8051,Gunnison County,Colorado,"10,273","14,000","15,324","17,246",12.50%,18.82%,40.43%
8053,Hinsdale County,Colorado,467,792,843,811,-3.80%,2.34%,42.42%
8055,Huerfano County,Colorado,"6,009","7,859","6,711","6,889",2.70%,-14.08%,12.77%
